"Date","FX_Implied_Vol","FX_25_Delta_Rate","CDS","BIST100_Vol","Benchmark_Rate_Vol","FCI"
2019-01-03,0.304112800949086,-0.268436790975987,0.0487294726706852,0.0970602878408409,-0.0621508457822708,0.119314924702354
2019-01-04,0.387827424104371,-0.14605235267118,0.0463276771894655,0.0595366728475468,-0.046003891527695,0.301635529942509
2019-01-07,0.404912041074837,-0.114640346839612,0.0309269750835362,-0.171430568727432,-0.046003891527695,0.103764209063634
2019-01-08,0.365173222001533,-0.157984835405898,0.0306024081266147,-0.183462128533295,-0.0364991865493089,0.0178294796396453
2019-01-09,0.365173222001533,-0.137587429021764,0.0388301804845768,-0.136614097051348,-0.0526461408038846,0.0771557356091131
2019-01-10,0.37754248468815,-0.16135040745928,0.0605761665983231,-0.097901020425383,-0.0526461408038846,0.126221082597925
2019-01-11,0.37497979214258,-0.167673603438362,0.0646494819076888,-0.167471184943278,-0.0892627566999763,0.0152217289686531
2019-01-14,0.373715530486766,-0.203369064610598,0.0862494128908202,-0.167700852355066,-0.0892627566999763,-0.000367730288053661
2019-01-15,0.372895468872183,-0.158800731661264,0.0862980979343584,-0.208562687193226,-0.0892627566999763,0.00256739125207527
2019-01-16,0.355810851901717,-0.158800731661264,0.0610954737293974,-0.198594221007839,-0.0706929925952361,-0.011181619633224
2019-01-17,0.294306230808038,-0.158800731661264,0.0144227453240738,-0.21087006106933,-0.00380941341614535,-0.0647512300146272
2019-01-18,0.2379269948055,-0.180421982428446,-0.0435124564864291,-0.211833417621298,0.0544356436567084,-0.143405218073965
2019-01-21,0.18882580563238,-0.225092302409701,-0.084894743493931,-0.149789201393565,0.0358658795519682,-0.235084562112849
2019-01-22,0.142253139770889,-0.293933548956155,-0.109204808567357,-0.17080069324794,-0.00252345195090568,-0.434209362951469
2019-01-23,0.0820127803330247,-0.315656786755258,-0.124443227194826,-0.11962232268992,-0.0513461514968098,-0.529055707803789
2019-01-24,0.0294604985318703,-0.292709704573107,-0.14751993783195,-0.203709170688168,-0.0513461514968098,-0.665824466058164
2019-01-25,-0.00812565880315552,-0.251914891804838,-0.175562522909975,-0.12944735265864,-0.04060381934619,-0.605654245522798
2019-01-28,-0.0277729683191917,-0.316880631138306,-0.168405821509854,-0.139857632464492,-0.0500261768731397,-0.702943230304984
2019-01-29,-0.0499829703807977,-0.344927064916491,-0.151171316097318,-0.126341848961043,0.0292553897005698,-0.643167810655081
2019-01-30,-0.0683318490070787,-0.372973498694676,-0.149159000964404,-0.15771401606742,0.147953436830873,-0.600224927902706
2019-01-31,-0.0802910808864047,-0.306681927946239,-0.188999594926529,-0.0230557347137533,0.151986996025735,-0.447041342447191
2019-02-01,-0.0884233585643468,-0.291383873158138,-0.216100935829481,0.0815620408970005,0.23779962573099,-0.276546500923976
2019-02-04,-0.0880133277570558,-0.288834197360121,-0.234146858634321,0.127776674315841,0.0798649987738496,-0.403352710661807
2019-02-05,-0.0901318202613937,-0.310557435159225,-0.246026009257651,0.0328799433906893,0.0852217118930191,-0.528613609394561
2019-02-06,-0.0802910808864051,-0.304132252148222,-0.257531907880521,0.0217303837160826,0.000297069764051544,-0.619927787435014
2019-02-07,-0.072603003249695,-0.284958690147136,-0.256980144053754,-0.00456701943297302,0.0551105840263546,-0.563998272857204
2019-02-08,-0.0581152480587397,-0.279757351519181,-0.221878227662685,-0.0642327530945464,0.108166791389044,-0.515816788946109
2019-02-11,-0.0598237097557863,-0.286182534530184,-0.191109280146519,-0.183961123553051,0.0279972372390478,-0.693079410746493
2019-02-12,-0.0675117873924964,-0.287508365945153,-0.182475799092405,-0.140829641496171,-0.0268162770232553,-0.70514187094948
2019-02-13,-0.0764641266850207,-0.267212946592939,-0.195263737195115,0.0737434424594336,-0.0892627566999763,-0.554460124713617
2019-02-14,-0.0717829416351127,-0.236616837016737,-0.208295100515517,0.184668886378248,-0.0786275904989008,-0.410653583288019
2019-02-15,-0.0478644778764598,-0.221318782228636,-0.211086376345042,0.149333149713676,-0.0533121180774845,-0.384248604813947
2019-02-18,-0.0380579077354122,-0.205918740408614,-0.204562580510919,0.0064647379677545,-0.0533121180774845,-0.495386608764675
2019-02-19,-0.0418848619367966,-0.211018092004648,-0.204335383641074,0.00256178556241226,-0.0181293632988403,-0.472805915318946
2019-02-20,-0.0572610172102165,-0.170223279236379,-0.192212807800052,-0.0460078342575524,-0.0434448357202566,-0.509149774224457
2019-02-21,-0.0811453117349284,-0.15370138006523,-0.178094145173964,-0.12107303010722,0.0119845104014297,-0.522029356679912
2019-02-22,-0.0999383904024413,-0.110356891498944,-0.168746616814622,-0.207310579328739,-0.0338334105782899,-0.620185888623036
2019-02-25,-0.141795701980083,-0.110356891498944,-0.18224860222256,-0.242674618248311,-0.0127996780916241,-0.689875492041522
2019-02-26,-0.192639522084191,-0.125654946287045,-0.201511651115856,-0.245134446406815,-0.0577529436008384,-0.822693509494746
2019-02-27,-0.244747603844113,-0.151151704267213,-0.226178739841896,-0.174398283654508,-0.0485812918173996,-0.845057623425131
2019-02-28,-0.285750684573232,-0.168999434853331,-0.237976748725996,-0.163284662288332,-0.0380468682013731,-0.894058398642264
2019-03-01,-0.280625299482092,-0.161350407459281,-0.239583355162758,-0.0325708913620668,-0.0459269403699254,-0.760056893836123
2019-03-04,-0.250727219783776,-0.176648462247381,-0.224572133405134,-0.116445898592228,-0.0550985921533641,-0.823492306181884
2019-03-05,-0.2259545251766,-0.184297489641432,-0.205373997903223,-0.083387438880205,-0.0866667482560564,-0.785680199857517
2019-03-06,-0.229371448570694,-0.166449759055314,-0.193040453540203,-0.18222510615692,-0.0535098303240073,-0.824596597647137
