"Date","Predictions","Actual"
2020-04-08,-0.168807140594737,0.108116510369682
2020-04-09,0.948285113460875,1.12644411029548
2020-04-10,-0.0264803566598679,0.382826883529552
2020-04-13,0.139806727019247,-1.04468732925563
2020-04-14,0.2635649360969,1.13329399667879
2020-04-15,0.0272208791241687,0.400934349942861
2020-04-16,-0.0641556797885321,0.887852183278648
2020-04-17,0.889000224619045,2.11749534463133
2020-04-20,0.529623057316696,0.490742394923926
2020-04-21,-0.0238478937362094,-0.583581650898468
2020-04-22,-0.136677114434814,0.522900255073289
2020-04-24,0.0875552573139416,0.283668350871125
2020-04-27,0.680040202670616,1.34405020060964
2020-04-28,0.247213186937563,0.272605111854407
2020-04-29,0.177933261567756,0.50147218458847
2020-04-30,0.271356755202829,0.393915743961859
2020-05-04,-0.346773538126439,-0.846957836362749
2020-05-05,0.525676314753426,0.801367917198159
2020-05-06,0.10819006670696,0.150479777089818
2020-05-07,-0.184973606363545,0.00858260595915092
2020-05-08,-0.357734584633943,0.512018387214241
2020-05-11,0.62348534409504,0.587274592928422
2020-05-12,1.1556776854695,0.137229716512244
2020-05-13,0.203863859843885,0.0895941490453245
2020-05-14,0.0706900005219107,-0.151009698267146
2020-05-15,1.06475738997453,0.489238003920245
2020-05-18,0.629649957379336,1.1312828793558
2020-05-20,0.558244418529739,0.498916681767203
2020-05-21,0.430163884605118,0.0651738545362379
2020-05-22,0.0289436918690583,-0.19022117424895
2020-05-27,-0.023608395304066,0.750948756381264
2020-05-28,0.366025318135468,0.574130448246124
2020-05-29,0.162562380870285,-0.167872440104278
2020-06-01,0.604077830891706,0.910297310085917
2020-06-02,0.35885001959775,0.486406760601832
2020-06-03,0.561245890906768,0.766837127339093
2020-06-04,0.344201524615793,0.249662409058504
2020-06-05,0.207562925228439,0.552982501242494
2020-06-08,0.605892697024363,0.281780443026625
2020-06-09,0.5131057455837,0.280808281285849
2020-06-10,0.189921007688097,0.332535309619919
2020-06-11,0.165920611216858,-0.368895892053611
2020-06-12,-1.52443322565193,-0.614371747584486
2020-06-15,0.239043518563458,-0.402893527928649
2020-06-16,1.36261430315382,1.14905671485666
2020-06-17,0.488967690257045,0.307924145431859
2020-06-18,-0.111309121061378,0.159455619057347
2020-06-19,0.0347938003596396,0.948303127740679
2020-06-22,0.200149580637152,0.958975332599432
2020-06-23,0.129486099673833,0.370474706799784
2020-06-24,0.477410853719401,0.0265652033118124
2020-06-25,-0.0352377106314679,-0.049725244215948
2020-06-26,0.257900137116352,0.856920446525922
2020-06-29,0.0157207396106294,0.0941933353745705
2020-06-30,1.21409263126876,0.503379530625114
2020-07-01,0.358664605953387,0.552071413479593
2020-07-02,0.325677437101004,0.458431333032361
2020-07-03,0.541178417973049,0.348856196641156
2020-07-06,0.185012800748992,0.799474930424582
2020-07-07,0.421760641249861,0.259239041082249
2020-07-08,0.158940878972807,0.221394793061935
2020-07-09,0.576182721845507,0.536026068356232
2020-07-10,-0.10048255378211,-0.295923116296848
2020-07-13,0.460752813046565,1.26607284334896
2020-07-14,0.161226477393794,-0.240644595078632
2020-07-16,0.496477607583008,0.843961879071964
2020-07-17,0.356215176195235,0.0480356758532308
2020-07-20,0.182613403138289,0.0491303316743741
2020-07-21,0.455094673042512,0.74615485282763
2020-07-22,0.169026972396451,0.655326070381723
2020-07-23,0.257290831855837,0.536992279211601
2020-07-24,-0.038896130277848,-0.445555600735137
2020-07-27,-0.315421776750981,0.633690999024084
2020-07-28,-0.0157534411823986,0.119598216899308
2020-07-29,-0.205427725066915,0.289754489459515
2020-07-30,0.0565174534486931,0.142662146096617
2020-08-04,0.443091242990942,1.19708936019167
2020-08-05,-0.310873727347283,0.74782000809448
2020-08-06,-0.028115819248703,-0.108994321304268
2020-08-07,0.176183127341798,-0.393464810518196
2020-08-10,-0.067940618109158,-0.472378581732813
2020-08-11,-0.895308363529001,0.624814043439459
2020-08-12,0.262692870195133,0.436917255979474
2020-08-13,0.611178304326352,0.475686154840327
2020-08-14,-0.0131360071633776,-0.612582480504609
2020-08-17,0.116770094368336,0.155928512774151
2020-08-18,0.349009783781365,0.142699318725836
2020-08-19,0.497838938797427,0.636178898998585
2020-08-20,0.325779055098857,0.0231170701780803
2020-08-21,2.03647875257805,0.541356052538178
2020-08-24,0.124756967205692,0.119832774714368
2020-08-25,0.324545189415256,0.506116704557757
2020-08-26,0.285815310341007,-0.188617052446549
2020-08-27,0.306733009233432,0.776146021000534
2020-08-28,0.42226262019237,0.356199219067022
2020-08-31,1.05676267751689,0.11176230066785
2020-09-01,0.77699067812634,0.282771344600929
2020-09-02,0.20361092056275,0.0829347856135643
2020-09-03,0.240797580459177,0.181749407238607
2020-09-04,-0.236378282100451,-0.0715387331140738
2020-09-07,0.0596926173042364,0.296413579792332
2020-09-08,0.311930090538492,0.433074096698616
2020-09-09,-0.0605796871263554,-0.0192731277532832
2020-09-10,0.571352693759201,0.120944274698087
2020-09-11,0.235629212108388,0.153767765181168
2020-09-14,0.415115738531602,0.23669175659744
2020-09-15,0.455918188269202,0.294412484534323
2020-09-16,-0.206762827793035,0.206975990785074
2020-09-17,0.113805817250095,-0.123745607934156
2020-09-18,0.14472418260662,0.181873840779345
2020-09-21,0.260732042376406,-0.0125903809489625
2020-09-22,-0.0451059729699802,0.150869801201448
2020-09-23,0.087321243753802,0.445190483141134
2020-09-24,-0.173930422618328,-0.341903595882642
2020-09-25,1.2195622201713,0.845868019579132
2020-09-28,0.545932704534225,NA
